"","sim_number","oxcal_target","a_pass","Targets","Span","Samples","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"3863",3863,"T836","Pass",836,65,16,29,13.9120878079585,1,1,1,26.5,50,0,0,0
"3864",3864,"T528","Pass",528,79,14,27,4.71107067164849,1,1,1,6,13,0,0,0
"3865",3865,"T1106","Pass",1106,64,6,20,14.2745424214494,1,1,1,31,50,0,0,0
"3866",3866,"T509","Fail",509,48,24,25,12.0251578143898,1,1,1,6,12,0,0,0
"3867",3867,"T806","Pass",806,96,15,18,22.8616292346085,1,1,1,13.5,24.5,0,0,0
"3868",3868,"T389","Pass",389,87,9,19,8.52539585919562,1,1,1,22,40.5,0,0,0
"3869",3869,"T811","Fail",811,45,18,18,20.8433455112532,1,0,1,11.5,29,3.5,0,0
"3870",3870,"T1143","Fail",1143,80,14,16,17.0672921737707,1,1,1,5.5,12.5,0,0,0
"3871",3871,"T839","Pass",839,44,16,31,18.9806900574863,1,1,1,15.5,36.5,0,0,0
"3872",3872,"T701","Pass",701,45,6,32,13.5030091970386,1,1,1,14,28.5,0,0,0
"3873",3873,"T838","Pass",838,93,14,18,19.9870817153947,1,0,1,6,13,0.5,0,0
"3874",3874,"T458","Pass",458,57,22,13,5.39248460858664,1,1,1,10,15.5,0,0,0
"3875",3875,"T755","Fail",755,31,22,28,25.785250431244,1,1,1,16.5,33,0,0,0
"3876",3876,"T377","Pass",377,61,5,16,20.337893924637,1,1,1,16,38.5,0,0,0
"3877",3877,"T937","Fail",937,86,6,9,26.0061739741352,1,1,1,8.5,16.5,0,0,0
"3878",3878,"T495","Pass",495,97,21,29,0.34240852172533,1,1,1,6.5,12.5,0,0,0
"3879",3879,"T290","FALSE",290,48,14,17,22.2535225660692,0,0,0,0,0,0,0,0
"3880",3880,"T1042","Pass",1042,85,23,18,3.08998411303805,1,1,1,6.5,12.5,0,0,0
"3881",3881,"T301","FALSE",301,25,10,24,3.10314248757064,0,0,0,0,0,0,0,0
"3882",3882,"T928","Fail",928,64,12,11,26.2870901303848,1,1,1,6.5,13,0,0,0
"3883",3883,"T1042","Pass",1042,34,12,16,21.8816726189423,1,0,1,10,35.5,2.5,0,0
"3884",3884,"T628","Pass",628,93,6,27,1.18865864867391,1,1,1,11,20,0,0,0
"3885",3885,"T821","Fail",821,59,10,10,20.876030836001,1,1,1,6.5,12,0,0,0
"3886",3886,"T694","Pass",694,65,14,26,7.99764312432357,1,1,1,9.5,24.5,0,0,0
"3887",3887,"T1156","Fail",1156,31,11,21,25.8939927592566,1,1,1,5,9,0,0,0
"3888",3888,"T710","Pass",710,52,4,19,10.1264446468896,1,1,1,16.5,35.5,0,0,0
"3889",3889,"T996","Fail",996,98,18,25,21.2808329323179,1,0,1,9,19,1,0,0
"3890",3890,"T746","Pass",746,93,16,13,5.72898181946389,1,1,1,7,15.5,0,0,0
"3891",3891,"T421","Pass",421,49,23,27,20.913825718943,1,1,1,16.5,27,0,0,0
"3892",3892,"T826","Fail",826,65,15,16,23.4711430693751,1,1,1,6,15,0,0,0
"3893",3893,"T676","Pass",676,71,17,30,20.6455332764979,1,1,1,6.5,14,0,0,0
"3894",3894,"T757","Pass",757,31,17,10,13.8003018291371,1,0,1,7.5,17.5,1,0,0
"3895",3895,"T336","Fail",336,91,8,10,21.7287518890998,1,0,1,12,24.5,2.5,0,0
"3896",3896,"T383","Fail",383,25,14,9,19.8044612293115,1,0,1,13.5,28.5,4,0,0
"3897",3897,"T1080","Pass",1080,47,4,8,17.4422131840354,1,1,1,18.5,40.5,0,0,0
"3898",3898,"T506","Pass",506,55,24,9,8.7791405113358,1,1,1,4,8,0,0,0
"3899",3899,"T229","FALSE",229,91,5,13,3.93322415894666,0,0,0,0,0,0,0,0
"3900",3900,"T640","Pass",640,85,22,19,8.09949557966716,1,1,1,6,12,0,0,0
"3901",3901,"T419","Fail",419,64,25,8,22.8013912429605,1,0,0,4,14,3.5,1.5,0
"3902",3902,"T210","FALSE",210,50,10,10,24.4279193000572,0,0,0,0,0,0,0,0
"3903",3903,"T503","Pass",503,52,3,22,24.7191225821716,1,1,1,10.5,21.5,0,0,0
"3904",3904,"T723","Pass",723,44,2,19,3.0117133374589,1,1,1,34,55.5,0,0,0
"3905",3905,"T323","Pass",323,91,11,26,8.53959385386738,1,0,1,12.5,27.5,9,0,0
"3906",3906,"T670","Pass",670,95,11,14,22.4859449239371,1,1,1,6,12,0,0,0
"3907",3907,"T752","Pass",752,28,13,20,5.61244217382348,1,1,1,10,20,0,0,0
"3908",3908,"T1075","Pass",1075,48,20,15,9.54437339165248,1,1,1,9.5,19,0,0,0
"3909",3909,"T673","Fail",673,79,13,12,22.6734664111673,1,1,1,5.5,11.5,0,0,0
"3910",3910,"T208","FALSE",208,83,8,12,11.074490658476,0,0,0,0,0,0,0,0
"3911",3911,"T549","Fail",549,71,21,31,15.1672351913364,1,1,1,7.5,15,0,0,0
"3912",3912,"T715","Pass",715,45,17,24,0.576961002040887,1,1,1,6.5,12.5,0,0,0
"3913",3913,"T911","Pass",911,31,19,27,7.43430566950305,1,1,1,10,20,0,0,0
"3914",3914,"T552","Pass",552,78,21,25,18.1534565783131,1,1,1,6.5,13,0,0,0
"3915",3915,"T693","Pass",693,55,3,8,25.4435143497698,1,0,1,10.5,29.5,3.5,0,0
"3916",3916,"T608","Pass",608,34,18,25,11.8041327169326,1,1,1,11.5,21,0,0,0
"3917",3917,"T1026","Pass",1026,48,19,29,18.1805026076224,1,1,1,10.5,19.5,0,0,0
"3918",3918,"T1031","Pass",1031,66,19,13,11.5079238497436,1,1,1,6,11.5,0,0,0
"3919",3919,"T239","FALSE",239,54,19,27,5.4674474508639,0,0,0,0,0,0,0,0
"3920",3920,"T965","Pass",965,44,8,14,7.1001444974551,1,1,1,7,19,0,0,0
"3921",3921,"T599","Pass",599,85,23,27,16.4925889429229,1,1,1,6.5,12.5,0,0,0
"3922",3922,"T737","Pass",737,56,16,26,8.93030097848596,1,1,1,10,17,0,0,0
"3923",3923,"T1192","Fail",1192,37,25,11,19.7189163025341,1,1,1,8.5,19,0,0,0
"3924",3924,"T956","Pass",956,32,12,20,11.3318069217729,1,1,1,9.5,23.5,0,0,0
"3925",3925,"T330","Pass",330,99,24,10,2.20475174764474,1,1,1,8,15,0,0,0
"3926",3926,"T1045","Pass",1045,49,2,26,7.42855386197055,1,1,1,51,110,0,0,0
"3927",3927,"T974","Pass",974,32,15,23,10.4184824224932,1,1,1,20,46.5,0,0,0
"3928",3928,"T767","Pass",767,40,17,32,7.663189177742,1,1,1,10,17,0,0,0
"3929",3929,"T430","Pass",430,58,3,10,13.2042042409957,1,1,1,12.5,22,0,0,0
"3930",3930,"T1178","Pass",1178,87,18,27,15.2303823757945,1,1,1,7,15,0,0,0
"3931",3931,"T1129","Fail",1129,28,25,13,25.667487626872,1,1,1,11,23,0,0,0
"3932",3932,"T713","Pass",713,80,8,24,10.8742900343146,1,1,1,13.5,29,0,0,0
"3933",3933,"T209","FALSE",209,25,13,30,16.0469241951883,0,0,0,0,0,0,0,0
"3934",3934,"T1144","Pass",1144,52,25,9,5.66925419812324,1,1,1,7.5,16,0,0,0
"3935",3935,"T1078","Pass",1078,39,11,16,25.7044219181587,1,0,0,10,17,14,10.5,0
"3936",3936,"T406","Pass",406,32,5,31,3.56251509037567,1,1,1,43,99.5,0,0,0
"3937",3937,"T811","Fail",811,61,18,32,5.58192870390997,1,1,1,31,68,0,0,0
"3938",3938,"T536","Pass",536,95,25,11,17.334658254714,1,1,1,4.5,11,0,0,0
"3939",3939,"T966","Pass",966,83,13,27,22.5270627821027,1,1,1,15,30.5,0,0,0
"3940",3940,"T755","Fail",755,34,24,11,25.0209331276552,1,0,1,8.5,21,1,0,0
"3941",3941,"T759","Pass",759,61,23,13,4.98908623576025,1,1,1,4,9,0,0,0
"3942",3942,"T584","Fail",584,41,22,26,23.4250907513497,1,1,1,9.5,14.5,0,0,0
"3943",3943,"T628","Pass",628,83,8,9,9.64859106271132,1,1,1,5,11,0,0,0
"3944",3944,"T388","Pass",388,87,14,15,16.0492405154032,1,1,1,11,20.5,0,0,0
"3945",3945,"T475","Pass",475,100,19,16,9.21144742791494,1,1,1,4,8,0,0,0
"3946",3946,"T649","Pass",649,35,15,9,16.1603975901187,1,1,1,4,8,0,0,0
"3947",3947,"T286","FALSE",286,26,14,20,2.28926290323376,0,0,0,0,0,0,0,0
"3948",3948,"T505","Pass",505,87,16,28,13.9574440514916,1,0,1,5.5,13,3.5,0,0
"3949",3949,"T1106","Pass",1106,67,5,31,23.2661039871187,1,1,1,14.5,44.5,0,0,0
"3950",3950,"T909","Pass",909,25,10,31,23.3181887327451,1,1,1,6.5,13.5,0,0,0
"3951",3951,"T1068","Pass",1068,50,4,31,15.2970274363777,1,1,1,36.5,75,0,0,0
"3952",3952,"T668","Pass",668,70,23,28,6.42937917991634,1,1,1,7,13.5,0,0,0
"3953",3953,"T939","Fail",939,36,9,16,24.1496582404301,1,1,1,6.5,13.5,0,0,0
"3954",3954,"T847","Pass",847,48,11,22,2.85753426263388,1,1,1,12.5,26.5,0,0,0
"3955",3955,"T834","Pass",834,43,17,21,5.25397418785864,1,0,1,11.5,45.5,12.5,0,0
"3956",3956,"T1087","Fail",1087,86,22,21,26.3752715642399,1,1,1,7.5,13,0,0,0
"3957",3957,"T538","Pass",538,58,24,27,8.69255987605918,1,1,1,6,12,0,0,0
"3958",3958,"T218","FALSE",218,76,25,10,5.50879495438212,0,0,0,0,0,0,0,0
"3959",3959,"T932","Pass",932,39,16,16,6.41151490499545,1,1,1,11,21,0,0,0
"3960",3960,"T843","Pass",843,98,22,27,7.60299270253838,1,1,1,11.5,21,0,0,0
"3961",3961,"T377","FALSE",377,70,25,32,11.2863946874933,0,0,0,0,0,0,0,0
"3962",3962,"T1116","Pass",1116,78,19,31,16.872808868076,1,1,1,6.5,13.5,0,0,0
"3963",3963,"T749","Pass",749,62,14,29,22.6106372664887,1,1,1,13.5,25,0,0,0
"3964",3964,"T1150","Pass",1150,92,19,8,6.48316209557699,1,1,1,4,8,0,0,0
"3965",3965,"T273","FALSE",273,73,20,25,9.01710298544122,0,0,0,0,0,0,0,0
"3966",3966,"T554","Pass",554,94,5,26,2.98273640170344,1,1,1,10.5,21,0,0,0
"3967",3967,"T478","Pass",478,44,14,31,4.44695666899579,1,1,1,10,19,0,0,0
"3968",3968,"T277","FALSE",277,87,11,31,21.441641391733,0,0,0,0,0,0,0,0
"3969",3969,"T223","FALSE",223,63,22,12,0.516092681067996,0,0,0,0,0,0,0,0
"3970",3970,"T780","Pass",780,54,7,14,2.91044778853399,1,1,1,8,16.5,0,0,0
"3971",3971,"T354","Fail",354,97,16,12,19.428587839586,1,1,1,10,20,0,0,0
"3972",3972,"T224","FALSE",224,32,18,23,21.4052842277649,0,0,0,0,0,0,0,0
"3973",3973,"T626","Pass",626,61,23,23,5.95980150931026,1,1,1,4,8,0,0,0
"3974",3974,"T505","Pass",505,96,5,23,21.895455560226,1,1,1,10.5,19,0,0,0
"3975",3975,"T643","Fail",643,46,7,11,20.2010207905618,1,1,1,5,9,0,0,0
"3976",3976,"T709","Pass",709,77,4,8,24.5121951526061,1,1,1,8.5,14.5,0,0,0
"3977",3977,"T1056","Pass",1056,63,12,13,4.66543204349,1,1,1,9,15.5,0,0,0
"3978",3978,"T507","Fail",507,30,19,18,13.8724411028004,1,0,1,6.5,12,1,0,0
"3979",3979,"T225","FALSE",225,80,5,12,18.8584511708324,0,0,0,0,0,0,0,0
"3980",3980,"T928","Fail",928,59,16,10,11.0801198107975,1,0,1,7,12.5,1,0,0
"3981",3981,"T1191","Pass",1191,49,18,21,6.53144383247686,1,0,1,13.5,27.5,1.5,0,0
"3982",3982,"T525","Pass",525,91,3,25,13.3583816129616,1,1,1,10,20,0,0,0
"3983",3983,"T239","FALSE",239,97,23,31,6.03508490863699,0,0,0,0,0,0,0,0
"3984",3984,"T562","Fail",562,81,15,16,22.838964470414,1,1,1,5.5,11.5,0,0,0
"3985",3985,"T1109","Pass",1109,97,14,31,2.1527621338442,1,1,1,8,14,0,0,0
"3986",3986,"T851","Pass",851,97,15,26,1.83491199479694,1,1,1,8,14.5,0,0,0
"3987",3987,"T944","Pass",944,36,3,17,3.88570334091876,1,0,1,12,22.5,1.5,0,0
"3988",3988,"T756","Fail",756,42,25,14,25.5390792324622,1,0,0,4,8,2.5,0.5,0
"3989",3989,"T679","Pass",679,58,21,12,14.4872344916882,1,1,1,6.5,12,0,0,0
"3990",3990,"T592","Fail",592,63,25,9,22.7605453424933,1,1,1,6.5,12.5,0,0,0
"3991",3991,"T339","Fail",339,46,12,20,22.1913558273977,1,0,1,10.5,22,1.5,0,0
"3992",3992,"T1144","Pass",1144,80,5,8,11.6014809382011,1,1,1,6.5,13.5,0,0,0
"3993",3993,"T1104","Pass",1104,40,3,23,17.1736065147342,1,1,1,30.5,71,0,0,0
"3994",3994,"T1104","Pass",1104,64,22,18,24.8976956807428,1,0,0,14,26,18.5,12.5,0
"3995",3995,"T574","Fail",574,40,6,18,26.2063705509214,1,1,1,6,16,0,0,0
"3996",3996,"T883","Pass",883,27,15,12,10.221589750143,1,1,1,6,12.5,0,0,0
"3997",3997,"T619","Pass",619,26,18,20,6.51571867554169,1,0,1,3,19.5,67,0,0
"3998",3998,"T690","Pass",690,62,21,21,11.2963858428788,1,1,1,10.5,19,0,0,0
"3999",3999,"T1047","Fail",1047,95,19,26,26.2395632906524,1,1,1,7,13.5,0,0,0
"4000",4000,"T867","Pass",867,37,8,23,0.7552236,1,0,1,15,30,2.5,0,0
"4001",4001,"T467","Pass",467,95,9,30,13.28824,1,1,1,10,19.5,0,0,0
"4002",4002,"T329","FALSE",329,94,20,28,8.745306,0,0,0,0,0,0,0,0
"4003",4003,"T328","Pass",328,41,11,20,2.56021,1,1,1,16.5,43.5,0,0,0
"4004",4004,"T653","Pass",653,45,24,22,4.154634,1,1,1,4,9,0,0,0
"4005",4005,"T658","Fail",658,88,13,31,25.98202,1,0,1,6.5,14,1,0,0
"4006",4006,"T795","Pass",795,92,12,11,3.917578,1,1,1,10,18,0,0,0
"4007",4007,"T530","Pass",530,29,6,28,20.38618,1,1,1,10,17.5,0,0,0
"4008",4008,"T652","Pass",652,80,2,9,9.184635,1,1,1,8,16.5,0,0,0
"4009",4009,"T651","Fail",651,44,15,13,22.17276,1,1,1,5.5,11,0,0,0
"4010",4010,"T788","Pass",788,49,3,27,20.2987,1,0,1,25.5,65,3,0,0
"4011",4011,"T767","Pass",767,31,24,26,6.920121,1,1,1,12.5,20.5,0,0,0
"4012",4012,"T335","Pass",335,71,15,21,13.04547,1,1,1,8,16.5,0,0,0
"4013",4013,"T932","Pass",932,55,20,25,3.97777,1,1,1,7.5,13,0,0,0
"4014",4014,"T229","FALSE",229,37,7,11,12.93627,0,0,0,0,0,0,0,0
"4015",4015,"T1179","Pass",1179,97,21,11,21.67016,1,1,1,5,11,0,0,0
"4016",4016,"T919","Pass",919,66,4,8,24.39221,1,0,1,7,13.5,2,0,0
"4017",4017,"T813","Pass",813,68,6,28,16.18779,1,0,1,32,82.5,15.5,0,0
"4018",4018,"T1155","Pass",1155,64,9,26,11.07393,1,1,1,6.5,12.5,0,0,0
"4019",4019,"T1008","Pass",1008,96,22,16,22.6278,1,0,1,5.5,11.5,1,0,0
"4020",4020,"T372","Pass",372,81,12,19,22.58869,1,1,1,15.5,29.5,0,0,0
"4021",4021,"T900","Pass",900,99,21,26,4.076202,1,1,1,6,11.5,0,0,0
"4022",4022,"T494","Pass",494,47,18,24,21.11041,1,1,1,5.5,11.5,0,0,0
"4023",4023,"T372","Pass",372,65,6,28,5.235053,1,0,1,33.5,54.5,10.5,0,0
"4024",4024,"T634","Fail",634,92,21,9,22.5954,1,1,1,4,8,0,0,0
"4025",4025,"T1109","Pass",1109,67,19,10,7.26887,1,1,1,8.5,17.5,0,0,0
"4026",4026,"T343","Fail",343,44,24,21,15.26933,1,1,1,10,19.5,0,0,0
"4027",4027,"T628","Pass",628,26,24,9,2.029084,1,1,1,6.5,15.5,0,0,0
"4028",4028,"T847","Fail",847,97,18,24,24.10806,1,1,1,5.5,13,0,0,0
"4029",4029,"T1165","Pass",1165,38,16,19,17.57432,1,1,1,6.5,12,0,0,0
"4030",4030,"T718","Pass",718,26,16,18,15.69522,1,1,1,5.5,11.5,0,0,0
"4031",4031,"T615","Pass",615,67,2,18,21.66075,1,1,1,15,32.5,0,0,0
"4032",4032,"T316","FALSE",316,29,22,31,3.264233,0,0,0,0,0,0,0,0
"4033",4033,"T463","Fail",463,29,21,22,18.82604,1,1,1,5.5,13,0,0,0
"4034",4034,"T743","Pass",743,65,11,29,6.218947,1,1,1,15,30,0,0,0
"4035",4035,"T1086","Pass",1086,28,22,14,17.6094,1,1,1,11,23.5,0,0,0
"4036",4036,"T1194","Pass",1194,82,13,22,5.14405,1,1,1,17.5,31,0,0,0
"4037",4037,"T1176","Pass",1176,69,18,14,22.60578,1,1,1,5,10,0,0,0
"4038",4038,"T766","Pass",766,57,5,9,22.67632,1,1,1,6.5,13.5,0,0,0
"4039",4039,"T975","Pass",975,96,5,13,2.42799,1,1,1,10.5,21,0,0,0
"4040",4040,"T445","Pass",445,56,17,19,12.6404,1,1,1,11,19.5,0,0,0
"4041",4041,"T724","Pass",724,91,23,16,16.35522,1,1,1,5.5,12,0,0,0
"4042",4042,"T696","Pass",696,41,3,25,13.94275,1,1,1,33.5,51,0,0,0
"4043",4043,"T259","FALSE",259,95,12,25,9.60616,0,0,0,0,0,0,0,0
"4044",4044,"T964","Pass",964,46,19,8,1.30808,1,1,1,11,19.5,0,0,0
"4045",4045,"T299","FALSE",299,89,25,24,8.419302,0,0,0,0,0,0,0,0
"4046",4046,"T546","Pass",546,81,24,9,0.8473124,1,1,1,4,9,0,0,0
"4047",4047,"T1064","Pass",1064,60,7,23,19.00028,1,1,1,24.5,50.5,0,0,0
"4048",4048,"T998","Pass",998,74,24,29,6.640278,1,1,1,11,20.5,0,0,0
"4049",4049,"T1031","Pass",1031,38,11,10,3.906557,1,1,1,19.5,38.5,0,0,0
"4050",4050,"T317","Pass",317,98,4,12,15.55649,1,1,1,10,20.5,0,0,0
"4051",4051,"T1033","Pass",1033,53,3,8,25.38297,1,0,0,8,17,9,5.5,0
"4052",4052,"T515","Pass",515,32,19,16,6.467475,1,1,1,5,11.5,0,0,0
"4053",4053,"T437","Pass",437,34,12,21,3.259351,1,0,0,12,24,9,3,0
"4054",4054,"T341","Pass",341,54,16,20,4.689467,1,1,1,12.5,22.5,0,0,0
"4055",4055,"T978","Pass",978,33,10,10,0.05439954,1,1,1,14.5,43,0,0,0
"4056",4056,"T843","Pass",843,81,20,11,0.002915963,1,1,1,5,9.5,0,0,0
"4057",4057,"T1095","Fail",1095,89,20,12,18.76738,1,1,1,8,15,0,0,0
"4058",4058,"T1152","Pass",1152,37,15,31,1.291889,1,1,1,4,9,0,0,0
"4059",4059,"T1003","Pass",1003,26,13,31,5.348473,1,1,1,20.5,52,0,0,0
"4060",4060,"T992","Pass",992,96,6,32,12.81301,1,1,1,14,30,0,0,0
"4061",4061,"T937","Pass",937,96,7,26,11.21841,1,0,1,11.5,22.5,1,0,0
"4062",4062,"T548","Pass",548,77,3,28,9.895893,1,1,1,23.5,36,0,0,0
"4063",4063,"T438","Pass",438,29,21,8,7.054097,1,1,1,9.5,21.5,0,0,0
"4064",4064,"T905","Pass",905,33,20,20,3.795715,1,1,1,6,11.5,0,0,0
"4065",4065,"T430","Pass",430,40,18,26,11.17327,1,1,1,15.5,35,0,0,0
"4066",4066,"T1128","Pass",1128,88,12,31,15.43276,1,1,1,8.5,14,0,0,0
"4067",4067,"T430","Pass",430,35,5,27,3.653009,1,1,1,30,76,0,0,0
"4068",4068,"T924","Pass",924,43,14,18,1.474185,1,1,1,7,16.5,0,0,0
"4069",4069,"T713","Pass",713,38,2,9,19.63468,1,0,1,22,36,1,0,0
"4070",4070,"T224","FALSE",224,35,13,28,12.8589,0,0,0,0,0,0,0,0
"4071",4071,"T311","Pass",311,58,20,28,18.48007,1,1,1,10,27.5,0,0,0
"4072",4072,"T955","Pass",955,97,22,17,11.29877,1,1,1,8,16,0,0,0
"4073",4073,"T878","Pass",878,97,13,8,3.879309,1,1,1,5,10,0,0,0
"4074",4074,"T832","Pass",832,82,15,18,18.19917,1,1,1,20.5,48,0,0,0
"4075",4075,"T810","Pass",810,96,3,28,8.925932,1,1,1,22,63.5,0,0,0
"4076",4076,"T345","Pass",345,62,10,18,0.4488244,1,0,1,15,30,1,0,0
"4077",4077,"T1146","Pass",1146,89,5,9,0.214156,1,1,1,10,19.5,0,0,0
"4078",4078,"T748","Pass",748,98,4,30,0.1497654,1,1,1,27.5,71,0,0,0
"4079",4079,"T376","Pass",376,27,12,21,6.165577,1,1,1,22.5,40.5,0,0,0
"4080",4080,"T672","Pass",672,38,3,10,17.44153,1,1,1,7,16,0,0,0
"4081",4081,"T1090","Pass",1090,93,24,18,7.317835,1,1,1,11,23.5,0,0,0
"4082",4082,"T906","Pass",906,35,8,11,5.694891,1,1,1,5.5,11.5,0,0,0
"4083",4083,"T282","Pass",282,45,4,9,24.29606,1,0,1,6.5,15,0.5,0,0
"4084",4084,"T714","Pass",714,79,3,8,9.323407,1,0,1,7.5,16,0.5,0,0
"4085",4085,"T463","Fail",463,26,23,15,17.46624,1,1,1,7,15.5,0,0,0
"4086",4086,"T541","Pass",541,86,3,30,18.1257,1,1,1,17.5,38,0,0,0
"4087",4087,"T501","Pass",501,62,5,32,9.497359,1,1,1,11.5,23.5,0,0,0
"4088",4088,"T1193","Pass",1193,99,19,15,7.819698,1,1,1,9.5,15,0,0,0
"4089",4089,"T659","Fail",659,63,18,25,22.86353,1,1,1,7.5,13.5,0,0,0
"4090",4090,"T375","Pass",375,88,7,23,17.77948,1,1,1,19,43.5,0,0,0
"4091",4091,"T309","FALSE",309,39,21,30,21.95192,0,0,0,0,0,0,0,0
"4092",4092,"T803","Pass",803,46,23,11,5.391832,1,1,1,21,35.5,0,0,0
"4093",4093,"T474","Pass",474,34,19,23,12.3479,1,1,1,5.5,12.5,0,0,0
"4094",4094,"T622","Pass",622,49,17,18,21.44005,1,0,0,5,11.5,3,0.5,0
"4095",4095,"T865","Pass",865,59,14,18,6.58905,1,1,1,5,11.5,0,0,0
"4096",4096,"T628","Pass",628,28,11,27,14.10205,1,1,1,11,29.5,0,0,0
"4097",4097,"T1137","Fail",1137,38,18,18,17.63165,1,1,1,9,16.5,0,0,0
"4098",4098,"T279","FALSE",279,84,12,28,5.871093,0,0,0,0,0,0,0,0
"4099",4099,"T671","Pass",671,88,4,32,11.01649,1,0,1,13.5,27.5,1.5,0,0
"4100",4100,"T550","Pass",550,80,22,19,17.02653,1,0,1,6,12,3,0,0
"4101",4101,"T200","FALSE",200,28,18,15,15.34216,0,0,0,0,0,0,0,0
"4102",4102,"T474","Pass",474,43,11,31,21.13103,1,1,1,9,19,0,0,0
"4103",4103,"T990","Pass",990,94,15,22,14.81163,1,1,1,12,23,0,0,0
"4104",4104,"T211","FALSE",211,96,23,30,15.17819,0,0,0,0,0,0,0,0
"4105",4105,"T578","Pass",578,81,19,13,20.899,1,1,1,6,12.5,0,0,0
"4106",4106,"T655","Pass",655,91,11,12,9.014275,1,1,1,6,12,0,0,0
"4107",4107,"T404","Pass",404,95,13,25,23.47661,1,0,1,15,30,3.5,0,0
"4108",4108,"T1011","Pass",1011,45,22,24,15.18178,1,1,1,11,22,0,0,0
"4109",4109,"T799","Pass",799,76,10,24,9.030359,1,1,1,23,64,0,0,0
"4110",4110,"T815","Pass",815,37,4,27,11.07751,1,1,1,51,89.5,0,0,0
"4111",4111,"T418","Pass",418,43,21,21,18.83118,1,1,1,9.5,29.5,0,0,0
"4112",4112,"T908","Pass",908,29,10,15,4.319726,1,1,1,7,13,0,0,0
"4113",4113,"T601","Fail",601,79,13,13,23.75338,1,0,1,5.5,11.5,0.5,0,0
"4114",4114,"T248","FALSE",248,55,21,26,20.82345,0,0,0,0,0,0,0,0
"4115",4115,"T1146","Pass",1146,92,4,24,10.43959,1,1,1,36.5,71,0,0,0
"4116",4116,"T525","Pass",525,54,3,20,11.99277,1,1,1,11,19.5,0,0,0
"4117",4117,"T567","Fail",567,76,5,13,24.73482,1,0,0,9,17.5,6.5,2.5,0
"4118",4118,"T433","Pass",433,41,16,20,1.623075,1,1,1,15,26.5,0,0,0
"4119",4119,"T831","Pass",831,76,24,27,9.691275,1,1,1,13.5,30,0,0,0
"4120",4120,"T1103","Pass",1103,85,2,26,21.97509,1,1,1,28,72,0,0,0
"4121",4121,"T391","Pass",391,38,16,24,1.596823,1,1,1,19,53.5,0,0,0
"4122",4122,"T443","Pass",443,56,23,24,22.0163,1,0,1,8,18.5,1.5,0,0
"4123",4123,"T423","Pass",423,65,24,26,1.642124,1,0,1,10.5,20.5,1.5,0,0
"4124",4124,"T1110","Pass",1110,84,22,22,18.37051,1,1,1,5,9.5,0,0,0
"4125",4125,"T793","Pass",793,76,25,28,11.62186,1,1,1,14,56,0,0,0
"4126",4126,"T462","Pass",462,44,7,10,8.313286,1,1,1,10,15,0,0,0
"4127",4127,"T641","Pass",641,95,7,31,21.51155,1,1,1,11,20.5,0,0,0
"4128",4128,"T940","Pass",940,91,13,21,20.42427,1,1,1,5.5,12,0,0,0
"4129",4129,"T456","Pass",456,63,17,26,21.68334,1,1,1,7,16.5,0,0,0
"4130",4130,"T658","Pass",658,46,13,27,4.294889,1,1,1,9.5,14,0,0,0
"4131",4131,"T651","Pass",651,59,2,24,21.42395,1,1,1,20,38.5,0,0,0
"4132",4132,"T430","Pass",430,64,5,28,21.32013,1,0,1,28.5,57.5,1.5,0,0
"4133",4133,"T718","Pass",718,27,6,32,11.46313,1,1,1,10.5,26,0,0,0
"4134",4134,"T609","Fail",609,82,22,8,16.26105,1,0,1,4,8,0.5,0,0
"4135",4135,"T1196","Pass",1196,42,2,26,3.845015,1,1,1,31.5,60.5,0,0,0
"4136",4136,"T1101","Pass",1101,25,12,25,11.13118,1,1,1,28.5,59.5,0,0,0
"4137",4137,"T943","Pass",943,81,13,26,25.91842,1,0,1,12,25,4,0,0
"4138",4138,"T389","Pass",389,69,7,24,19.56676,1,1,1,15,39,0,0,0
"4139",4139,"T374","Fail",374,48,12,13,14.93498,1,1,1,11,21.5,0,0,0
"4140",4140,"T394","Pass",394,92,25,20,21.88303,1,1,1,11,21.5,0,0,0
"4141",4141,"T859","Pass",859,77,15,10,3.486132,1,1,1,4,8,0,0,0
"4142",4142,"T363","Pass",363,47,16,12,5.401625,1,1,1,15,26,0,0,0
"4143",4143,"T246","FALSE",246,93,12,25,21.42254,0,0,0,0,0,0,0,0
"4144",4144,"T286","FALSE",286,59,16,14,16.24197,0,0,0,0,0,0,0,0
"4145",4145,"T1013","Fail",1013,82,19,16,22.34854,1,1,1,7,13.5,0,0,0
"4146",4146,"T852","Fail",852,52,8,12,13.45764,1,1,1,10,31.5,0,0,0
"4147",4147,"T1085","Pass",1085,73,18,8,1.01723,1,1,1,10.5,20,0,0,0
"4148",4148,"T309","Pass",309,58,21,21,3.948735,1,1,1,7.5,17,0,0,0
"4149",4149,"T286","FALSE",286,44,4,21,2.814881,0,0,0,0,0,0,0,0
"4150",4150,"T893","Pass",893,42,11,29,6.411438,1,1,1,9,15.5,0,0,0
"4151",4151,"T450","Pass",450,56,7,10,18.68053,1,1,1,10.5,18.5,0,0,0
"4152",4152,"T413","Pass",413,62,6,9,13.77699,1,0,1,12,33,1,0,0
"4153",4153,"T598","Pass",598,75,16,25,18.2963,1,1,1,6,13,0,0,0
