"","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria"
"4433",4433,1082,104,25,1,27,3.8493218310019
"4434",4434,8424,95,32,1,14,15.6944650004003
"4435",4435,4804,113,35,1,27,10.348188122591
"4436",4436,1404,60,7,1,28,21.5045605905091
"4437",4437,5667,147,31,1,17,14.3740705482047
"4438",4438,6790,195,9,1,12,23.7419130175174
"4439",4439,8890,186,16,1,8,0.732435884747887
"4440",4440,1195,62,32,1,10,24.9209185878453
"4441",4441,3777,156,11,1,12,16.4418803974018
"4442",4442,1793,179,26,1,19,16.7821010515327
"4443",4443,11617,74,13,1,32,13.3075536575334
"4444",4444,3101,107,14,1,19,0.487453516046051
"4445",4445,4014,63,25,1,17,10.2318599646429
"4446",4446,6521,36,33,1,12,2.02843424015143
"4447",4447,3279,127,6,1,23,26.3868781775993
"4448",4448,6792,45,37,1,18,20.1456093246557
"4449",4449,11659,133,14,1,13,18.4299981143002
"4450",4450,10173,141,24,1,22,24.2915746075728
"4451",4451,8192,175,33,1,27,17.6605586785071
"4452",4452,10081,150,34,1,22,2.68534993343265
"4453",4453,10040,57,26,1,25,1.70186841800832
"4454",4454,2943,130,32,1,22,23.3852406347403
"4455",4455,7446,93,36,1,18,2.34049394884822
"4456",4456,4550,38,6,1,18,19.6408097232895
"4457",4457,8945,37,7,1,32,3.28977461346495
"4458",4458,1909,166,24,1,14,19.8899056935739
"4459",4459,6100,67,16,1,32,16.6659096282318
"4460",4460,4920,51,31,1,9,18.6292797066574
"4461",4461,8892,92,30,1,24,15.486711813753
"4462",4462,4245,37,15,1,17,10.5367322322186
"4463",4463,7433,164,12,1,12,2.0895382343512
"4464",4464,11135,151,16,1,21,10.2434254008958
"4465",4465,6105,178,39,1,29,10.6161040912776
"4466",4466,8471,158,23,1,9,25.4284489828553
"4467",4467,11439,45,37,1,14,15.3056287934645
"4468",4468,8398,164,12,1,18,6.39801770469709
"4469",4469,3049,166,6,1,24,10.932322422436
"4470",4470,10615,105,5,1,17,19.8822059016463
"4471",4471,2247,54,28,1,11,20.3420452914382
"4472",4472,5738,123,6,1,21,5.59377719112439
"4473",4473,7785,104,10,1,18,24.9235776022775
"4474",4474,6237,146,8,1,25,19.1471499421259
"4475",4475,1476,128,20,1,17,18.3106273729152
"4476",4476,2179,64,6,1,8,6.75928435804695
"4477",4477,3018,182,14,1,24,22.8608810378213
"4478",4478,4566,75,25,1,30,22.6437773718331
"4479",4479,11360,28,11,1,32,3.5554777167947
"4480",4480,8358,109,17,1,24,6.19771869106637
"4481",4481,10939,89,15,1,25,19.0084683717221
"4482",4482,8867,39,11,1,18,25.55127136404
"4483",4483,4843,101,34,1,28,1.44956241647876
"4484",4484,11200,109,19,1,9,10.0861448767702
"4485",4485,6145,181,31,1,11,21.1682480041054
"4486",4486,3385,164,27,1,17,10.764109234615
"4487",4487,3466,147,11,1,24,23.0870273481857
"4488",4488,7839,171,36,1,23,8.87719460996636
"4489",4489,6838,92,9,1,13,23.7615228402072
"4490",4490,12157,121,36,1,9,2.06051688852487
"4491",4491,10833,58,16,1,18,8.61799759435863
"4492",4492,11151,54,10,1,13,8.57397228943044
"4493",4493,3913,100,39,1,25,16.5535393034501
"4494",4494,1355,113,23,1,32,26.1811008010514
"4495",4495,8072,189,9,1,14,10.8909635048262
"4496",4496,8261,68,39,1,23,5.16082357062632
"4497",4497,1951,135,31,1,19,1.03265795887192
"4498",4498,5203,94,32,1,24,2.23791113971896
"4499",4499,2946,178,15,1,20,3.31797903733328
"4500",4500,3046,25,33,1,23,2.56877269532741
"4501",4501,3676,44,31,1,29,2.10687427745387
"4502",4502,5648,118,29,1,14,26.4368180179871
"4503",4503,11524,175,10,1,14,26.4036972487308
"4504",4504,2889,104,32,1,24,8.05293551966036
"4505",4505,10474,101,16,1,31,21.6624650335589
"4506",4506,10765,90,38,1,15,0.777313137470744
"4507",4507,8493,69,22,1,31,13.7428850739265
"4508",4508,841,177,10,1,32,18.9915172488058
"4509",4509,5042,71,13,1,27,15.7749968705005
"4510",4510,11677,120,38,1,14,3.31152818147489
"4511",4511,8328,198,24,1,13,23.2183054920069
"4512",4512,7654,96,8,1,27,13.9478388157967
"4513",4513,11715,62,12,1,22,20.857396257974
"4514",4514,8364,168,36,1,12,8.56685280225775
"4515",4515,428,200,34,1,14,16.5591062458877
"4516",4516,7926,51,39,1,13,26.1232543453968
"4517",4517,3989,138,23,1,9,18.7856260028125
"4518",4518,2904,100,17,1,25,17.5947668120139
"4519",4519,8205,48,23,1,19,18.1314528751138
"4520",4520,5986,119,14,1,21,24.7349806546606
"4521",4521,3388,117,8,1,18,7.57937815019023
"4522",4522,2705,168,7,1,8,3.92161526893871
"4523",4523,11553,95,24,1,22,12.5571139026228
"4524",4524,9974,151,39,1,32,26.1539026681748
"4525",4525,2634,76,13,1,21,4.64987578426115
"4526",4526,843,116,22,1,11,22.1065648291323
"4527",4527,7212,199,14,1,9,0.493327411169885
"4528",4528,3973,43,31,1,32,18.5400109972884
"4529",4529,10687,41,12,1,29,18.0323574781641
"4530",4530,2276,74,12,1,17,25.9779603819749
"4531",4531,10386,100,39,1,14,21.3447779617766
"4532",4532,4546,149,37,1,8,16.1842989199751
"4533",4533,7609,196,30,1,31,21.6307987835854
"4534",4534,6942,153,20,1,24,10.2703759220226
"4535",4535,10740,153,13,1,14,13.2724245819505
"4536",4536,1439,127,25,1,25,24.9790394752799
"4537",4537,8130,54,6,1,24,23.9553754710695
"4538",4538,4530,65,33,1,13,16.3883448035112
"4539",4539,2388,35,8,1,12,4.80299713681475
"4540",4540,7027,126,34,1,28,10.2620967076186
"4541",4541,4117,104,19,1,25,26.1208432943916
"4542",4542,11599,106,12,1,22,18.4593238955429
"4543",4543,924,53,27,1,13,2.7998726535649
"4544",4544,1530,149,29,1,25,1.9434862333443
"4545",4545,7610,48,8,1,12,4.41075225025206
"4546",4546,5473,52,32,1,11,16.7420866151932
"4547",4547,328,178,29,1,24,20.4567892598535
"4548",4548,12284,199,20,1,31,4.50833951870725
"4549",4549,3419,96,33,1,10,9.00255916847405
"4550",4550,9537,185,22,1,8,15.0205708027226
"4551",4551,11108,200,38,1,10,3.55793159223744
"4552",4552,9395,68,18,1,30,21.5201867163179
"4553",4553,3829,87,7,1,27,17.1506256974291
"4554",4554,6884,190,6,1,16,14.9629501116294
"4555",4555,5403,188,32,1,8,2.21675043196464
"4556",4556,6705,34,40,1,13,5.21061576819723
"4557",4557,9693,66,13,1,16,25.4955225469454
"4558",4558,1401,184,24,1,11,18.3032290055517
"4559",4559,9615,80,35,1,23,21.7895238504608
"4560",4560,3009,163,38,1,13,13.9507492549021
"4561",4561,11427,74,37,1,27,0.00804925040598027
"4562",4562,4606,52,39,1,10,23.9620686141581
"4563",4563,10337,53,25,1,20,4.35022862250498
"4564",4564,9815,126,10,1,12,7.20506116131181
"4565",4565,4773,68,12,1,29,2.91643696598266
"4566",4566,10923,112,19,1,25,20.2803908850639
"4567",4567,9165,143,16,1,13,21.8530239894791
"4568",4568,4045,144,16,1,14,15.7162855105149
"4569",4569,8856,149,39,1,26,1.25407272107573
"4570",4570,1576,79,16,1,8,17.6352537300466
"4571",4571,8236,157,30,1,31,0.964119460911723
"4572",4572,3637,115,6,1,22,14.3834249083367
"4573",4573,2031,167,30,1,13,19.3512580293762
"4574",4574,11928,126,13,1,25,22.644556374328
"4575",4575,10389,77,20,1,30,26.0341903986607
"4576",4576,7718,155,28,1,31,18.6877810473582
"4577",4577,1130,200,28,1,31,23.9345335064495
"4578",4578,8608,83,31,1,24,23.6848101251458
"4579",4579,3844,149,11,1,14,11.206294979579
"4580",4580,4791,194,34,1,17,21.5931324973518
"4581",4581,6988,114,32,1,22,1.42343974398891
"4582",4582,10410,192,34,1,23,8.59425453167898
"4583",4583,10548,140,34,1,30,23.7340013121828
"4584",4584,2413,146,9,1,12,19.4049265449904
"4585",4585,11964,84,36,1,32,26.3559001356496
"4586",4586,1699,71,26,1,14,19.4161595843874
"4587",4587,700,49,30,1,14,19.2318788909216
"4588",4588,8045,53,5,1,26,4.57231490347977
"4589",4589,6541,67,32,1,13,20.9618550501748
"4590",4590,2055,97,29,1,12,12.5886648455923
"4591",4591,11034,163,33,1,17,24.7990423237956
"4592",4592,9603,150,15,1,24,13.0264492366405
"4593",4593,9688,111,10,1,17,12.2213092494637
"4594",4594,2094,56,40,1,18,2.81381018483685
"4595",4595,5571,44,14,1,22,8.33061400405387
"4596",4596,4946,33,23,1,9,4.80849741478777
"4597",4597,9875,112,11,1,24,2.5385424429595
"4598",4598,8236,167,8,1,8,26.1165555816393
"4599",4599,3840,163,15,1,24,7.9263028000514
"4600",4600,4432,53,12,1,24,11.7514758291692
"4601",4601,2035,194,28,1,8,3.6996346947914
"4602",4602,6193,187,26,1,25,26.0436351028699
"4603",4603,4691,112,34,1,15,6.52412641261681
"4604",4604,11043,189,12,1,14,7.86467602194846
"4605",4605,5175,112,24,1,20,17.0812801121389
"4606",4606,514,136,39,1,13,11.287125627408
"4607",4607,1571,184,7,1,20,11.1891786423146
"4608",4608,9171,79,22,1,30,12.1675307143463
"4609",4609,10661,25,9,1,32,3.38041330380179
"4610",4610,7947,135,10,1,8,21.1480091354048
"4611",4611,7386,40,24,1,15,6.9787463172581
"4612",4612,2276,141,27,1,21,3.6344301480921
"4613",4613,476,150,23,1,24,12.5805697929284
"4614",4614,7084,61,19,1,28,13.6768657893711
"4615",4615,7742,97,19,1,8,20.297945455577
"4616",4616,1645,61,17,1,28,2.43051975182607
"4617",4617,6295,156,6,1,29,26.0079016727328
"4618",4618,10766,175,37,1,11,23.8873633231448
"4619",4619,10409,54,25,1,12,19.5761700075387
"4620",4620,7528,129,12,1,9,22.2083394712203
"4621",4621,2675,157,18,1,16,1.44919695577607
"4622",4622,7483,193,23,1,29,22.2533904834355
"4623",4623,7877,62,33,1,14,16.6155809745269
"4624",4624,12156,183,13,1,10,8.21646052052919
"4625",4625,6951,25,39,1,16,13.0667077062577
"4626",4626,780,118,22,1,13,7.77212490982399
"4627",4627,11597,121,40,1,12,5.95881241966295
"4628",4628,10163,84,24,1,10,12.4506732662786
"4629",4629,4470,77,14,1,30,3.51661253140145
"4630",4630,8119,156,25,1,27,20.9077900953963
"4631",4631,10669,100,39,1,14,0.644956954295049
"4632",4632,5529,127,11,1,28,16.038073461795
"4633",4633,10208,63,35,1,30,14.8980170167068
"4634",4634,8230,78,15,1,9,0.56535441336059
"4635",4635,4466,86,32,1,15,11.9673273878216
"4636",4636,9770,103,19,1,14,12.8333307416385
"4637",4637,8341,80,39,1,13,1.89650077939942
"4638",4638,11268,94,14,1,21,12.0310227818431
"4639",4639,11788,90,29,1,20,2.83744846615591
"4640",4640,12103,141,8,1,32,16.8775613194485
"4641",4641,7227,171,8,1,26,24.7698227553023
"4642",4642,5058,168,17,1,15,7.78336371796462
"4643",4643,6648,80,14,1,31,7.07955533953896
"4644",4644,7477,145,25,1,32,18.4449285975012
"4645",4645,7839,133,6,1,23,15.2124986167108
"4646",4646,3293,108,11,1,18,11.8775366472625
"4647",4647,3358,94,9,1,9,6.42709314714768
"4648",4648,2350,122,28,1,29,20.1278065377546
"4649",4649,4635,68,36,1,18,25.6841699818657
"4650",4650,4929,56,31,1,13,21.6860322020026
"4651",4651,10728,70,21,1,13,5.87214433393558
"4652",4652,7441,184,24,1,28,19.8299352790811
"4653",4653,8479,118,32,1,30,20.3139091731957
"4654",4654,11456,106,14,1,21,3.53492512099026
"4655",4655,974,104,40,1,14,3.82109952094359
"4656",4656,3591,73,33,1,25,6.69661733048735
"4657",4657,2789,49,40,1,17,2.3236974467691
"4658",4658,9732,63,8,1,9,4.92366867126338
"4659",4659,9706,187,30,1,32,19.0404795987313
"4660",4660,8610,112,36,1,8,23.3215728689902
"4661",4661,5065,198,16,1,17,7.28302317645936
"4662",4662,4514,92,13,1,22,3.88634386888868
"4663",4663,11861,78,11,1,12,15.8236290261813
"4664",4664,11520,141,11,1,16,19.1415222643816
"4665",4665,644,122,35,1,12,10.6570276507558
"4666",4666,12053,123,31,1,17,22.8695065742729
"4667",4667,8277,132,15,1,19,10.5463589264057
"4668",4668,5757,48,37,1,23,4.02250275847176
"4669",4669,1936,88,6,1,26,21.1384510244837
"4670",4670,5891,107,32,1,22,13.1657963411293
"4671",4671,6967,172,11,1,29,3.95514694549143
"4672",4672,1312,53,7,1,22,6.47025023457338
"4673",4673,6406,157,29,1,31,14.3005899336888
"4674",4674,11906,159,12,1,28,17.4618101735844
"4675",4675,561,152,40,1,22,4.6046549920612
"4676",4676,1924,122,37,1,15,7.2455691491405
"4677",4677,3537,71,8,1,9,7.6664541323618
"4678",4678,3374,47,24,1,31,13.3073291084184
"4679",4679,6450,129,9,1,24,0.307808547899593
"4680",4680,1374,192,18,1,12,13.2241735952303
"4681",4681,6329,27,37,1,24,7.31719212950836
"4682",4682,10706,126,30,1,13,3.49395855198102
"4683",4683,3788,127,23,1,16,10.4032906799908
"4684",4684,11762,47,33,1,26,9.45528839979949
"4685",4685,5919,46,16,1,28,15.6796502190691
"4686",4686,1765,194,5,1,20,3.32372097321902
"4687",4687,8257,115,40,1,30,20.9136297482455
"4688",4688,8651,56,5,1,8,9.899515039864
"4689",4689,5968,88,31,1,14,14.0074449973728
"4690",4690,6300,189,34,1,28,19.342655481522
"4691",4691,3364,177,30,1,32,9.90822415831475
"4692",4692,12124,50,29,1,17,19.0045812503954
"4693",4693,7292,40,22,1,13,5.41097560968134
"4694",4694,7305,169,12,1,14,20.6947180161155
"4695",4695,6700,186,40,1,25,25.7997546382286
"4696",4696,10918,173,20,1,12,2.31030356559367
"4697",4697,10100,109,11,1,11,13.3613913608335
"4698",4698,3325,110,14,1,25,15.4574120134506
"4699",4699,10908,47,34,1,20,3.26345531011117
"4700",4700,6284,34,40,1,8,19.8428246759186
"4701",4701,8213,100,33,1,32,15.644420125691
"4702",4702,8127,42,34,1,18,22.9243992542927
"4703",4703,4682,89,12,1,13,5.77804820420663
"4704",4704,3323,147,40,1,27,16.8153727212492
"4705",4705,8306,193,16,1,11,13.0301927193371
"4706",4706,9443,147,24,1,22,0.880673604083015
"4707",4707,4366,97,12,1,20,1.93261485406593
"4708",4708,4018,139,35,1,20,16.2877709361957
"4709",4709,4216,29,9,1,19,0.536672195619205
"4710",4710,7877,35,6,1,12,14.4062338232531
"4711",4711,3560,117,25,1,12,1.26310160684423
"4712",4712,4026,124,32,1,28,17.5966556467356
"4713",4713,10204,180,5,1,8,10.4769795862534
"4714",4714,9330,75,40,1,24,8.9061154192402
"4715",4715,11884,77,35,1,25,8.77063011530414
"4716",4716,2851,48,8,1,25,11.4748262541781
"4717",4717,10847,98,35,1,30,19.41210396639
"4718",4718,7277,87,31,1,27,25.8742406614579
"4719",4719,8175,168,33,1,8,21.2743838842048
"4720",4720,5083,198,12,1,9,9.76948512875708
"4721",4721,8981,35,9,1,30,8.73010828249087
"4722",4722,8464,95,10,1,19,11.7011154072711
"4723",4723,6929,145,33,1,11,20.1114812402243
"4724",4724,5228,113,26,1,17,21.2589780318539
"4725",4725,6697,80,22,1,19,13.2324568878585
"4726",4726,1599,175,16,1,17,12.5602763463608
"4727",4727,5146,196,30,1,12,15.6686013722611
"4728",4728,5118,37,12,1,24,14.8017499822895
"4729",4729,953,147,33,1,21,23.3295374986911
"4730",4730,460,137,13,1,19,3.94956409119326
"4731",4731,9429,129,28,1,18,16.3613713801638
"4732",4732,1382,108,10,1,27,23.6371273319039
"4733",4733,9995,79,35,1,16,4.35339881548565
"4734",4734,12047,126,23,1,25,24.2697252722497
"4735",4735,3406,186,23,1,23,8.84441261711763
"4736",4736,8864,81,32,1,18,24.439567793878
"4737",4737,5969,72,13,1,32,24.9865812344824
"4738",4738,11978,64,21,1,19,16.7250943151703
"4739",4739,7760,133,5,1,18,19.9016919338857
"4740",4740,6579,192,19,1,32,3.85684305100935
"4741",4741,5904,154,9,1,17,4.10882187531632
"4742",4742,2124,188,8,1,32,0.484859469389077
"4743",4743,6708,159,5,1,10,6.27783269435912
"4744",4744,12249,33,9,1,9,23.9585002853239
"4745",4745,6477,136,19,1,12,20.7480080466231
"4746",4746,7089,95,22,1,24,4.31435149203986
"4747",4747,10215,120,9,1,21,26.3356580463243
"4748",4748,2878,154,22,1,30,18.2982873023711
"4749",4749,5919,80,18,1,21,20.2904293503165
"4750",4750,11375,104,36,1,14,8.72898270498752
"4751",4751,9983,106,10,1,26,25.5650423668008
"4752",4752,4515,123,14,1,9,25.9908207685105
"4753",4753,1829,189,7,1,25,9.82689497998473
"4754",4754,6349,69,33,1,8,23.7565845550844
"4755",4755,8204,51,14,1,16,19.0834277095648
"4756",4756,11057,48,39,1,14,23.4875236419574
"4757",4757,3576,50,16,1,23,20.7337563501929
"4758",4758,2141,35,39,1,16,6.73653517276328
"4759",4759,9342,92,40,1,26,1.23872691301629
"4760",4760,8984,31,18,1,10,15.6802062272334
"4761",4761,8924,60,25,1,27,26.231146841849
"4762",4762,2978,26,21,1,8,1.45209371031122
"4763",4763,5369,126,6,1,16,0.207629207116785
"4764",4764,3502,68,7,1,13,20.1756624303225
"4765",4765,9605,166,15,1,26,12.6423082748842
"4766",4766,2585,116,37,1,26,23.9314146275227
"4767",4767,3215,54,8,1,10,2.44213480544346
"4768",4768,4371,169,5,1,12,16.3425331685734
"4769",4769,7511,43,8,1,29,21.0976758667051
"4770",4770,7311,51,12,1,23,18.5485560366304
"4771",4771,1913,64,21,1,27,7.68549251626944
"4772",4772,6298,129,18,1,18,7.74911736503523
"4773",4773,11799,168,10,1,9,22.8672749651268
"4774",4774,3134,183,28,1,32,2.31379017570196
"4775",4775,3716,29,39,1,32,3.01295180341275
"4776",4776,9950,105,24,1,11,2.20961130021489
"4777",4777,1574,93,29,1,27,15.6160819780277
"4778",4778,10703,127,37,1,26,25.3854944986398
"4779",4779,8480,60,15,1,29,2.98423011759366
"4780",4780,4222,105,16,1,13,21.9752348776748
"4781",4781,857,96,32,1,14,19.5645478586752
"4782",4782,5102,150,10,1,13,22.3935767889551
"4783",4783,7071,35,15,1,13,7.09525880970014
"4784",4784,10914,183,28,1,32,12.9041314940383
"4785",4785,6596,117,28,1,17,21.1126509142215
"4786",4786,2944,66,31,1,9,7.05674745497573
"4787",4787,1842,195,25,1,8,5.65860387586476
"4788",4788,10288,160,28,1,12,11.78709318108
"4789",4789,4879,146,19,1,25,12.1204292191938
"4790",4790,8610,80,12,1,26,13.4245004839236
"4791",4791,10492,36,40,1,16,6.92654143986036
"4792",4792,10932,184,22,1,20,2.07644310005568
"4793",4793,660,160,26,1,8,19.4818711141853
"4794",4794,3688,38,18,1,25,7.7549529951883
"4795",4795,12041,118,28,1,29,3.50390614872519
"4796",4796,8059,70,8,1,24,0.902548895667307
"4797",4797,5815,140,5,1,29,9.56786585640931
"4798",4798,3142,50,29,1,25,7.90322637584736
"4799",4799,9980,88,5,1,25,12.398359868634
"4800",4800,1532,52,15,1,29,7.78781112928246
"4801",4801,11097,82,13,1,27,22.0783190677431
"4802",4802,532,93,22,1,25,20.3898077982278
"4803",4803,2002,151,13,1,13,12.210722315517
"4804",4804,3792,83,12,1,26,24.607985546899
"4805",4805,4540,63,19,1,19,18.9440132310868
"4806",4806,760,65,13,1,13,12.5720475509206
"4807",4807,6906,68,9,1,30,25.128804646858
"4808",4808,8048,149,15,1,17,6.2211386300684
"4809",4809,9861,121,34,1,29,14.8334401648366
"4810",4810,9723,94,17,1,20,16.5197189059088
"4811",4811,6637,62,29,1,10,19.4878842550565
"4812",4812,10284,52,15,1,30,22.3610694253193
"4813",4813,4296,158,26,1,10,21.0169417512419
"4814",4814,6082,193,18,1,16,6.34523844553251
"4815",4815,2203,49,30,1,29,23.4810988163976
"4816",4816,473,164,36,1,12,15.0641390010475
"4817",4817,3539,128,12,1,20,21.5923012738456
"4818",4818,7019,187,12,1,12,25.2954342065961
"4819",4819,1930,139,14,1,13,19.6769182574942
"4820",4820,7364,70,23,1,9,16.1425606164709
"4821",4821,3146,170,37,1,26,26.41953994613
"4822",4822,4955,178,5,1,17,20.2101039395386
"4823",4823,9724,197,12,1,8,25.5541938218754
"4824",4824,8010,143,26,1,21,10.3530423753208
"4825",4825,5854,139,40,1,28,11.8577205009856
"4826",4826,2688,116,12,1,17,21.3468952819323
"4827",4827,11019,102,28,1,11,5.16500110963103
"4828",4828,11532,66,33,1,10,18.4950613853948
"4829",4829,1964,33,7,1,26,21.4804646781555
"4830",4830,3758,159,26,1,28,22.6621168061313
"4831",4831,6206,164,35,1,28,16.9400397121781
"4832",4832,11952,54,7,1,29,9.90418599462276
"4833",4833,7482,73,30,1,18,4.41361697746324
"4834",4834,6910,159,33,1,11,0.544092200398445
"4835",4835,597,91,11,1,11,6.73954637670307
"4836",4836,6375,152,36,1,8,10.6447490435524
"4837",4837,11660,149,32,1,19,23.4997026319054
"4838",4838,7940,153,40,1,18,17.6792805774196
"4839",4839,11570,122,28,1,32,18.7853936859455
"4840",4840,2227,92,6,1,11,13.3430560170989
"4841",4841,4011,159,14,1,17,25.4716545770853
"4842",4842,1952,139,18,1,10,10.2976752454482
"4843",4843,3173,97,22,1,18,13.7683306871837
"4844",4844,1410,82,9,1,20,14.3310848140575
"4845",4845,8950,72,17,1,18,12.9782934804626
"4846",4846,8201,63,25,1,9,20.649098754894
"4847",4847,8970,123,26,1,11,17.4004078890684
"4848",4848,11701,161,34,1,27,21.8199060398119
"4849",4849,10142,68,32,1,27,9.70809858334786
"4850",4850,11252,86,25,1,22,17.438717380956
"4851",4851,4525,196,20,1,21,24.9115587797982
"4852",4852,971,74,10,1,21,3.44284242467443
"4853",4853,10990,78,18,1,20,9.14935828655679
"4854",4854,2800,72,25,1,30,18.5018091001806
"4855",4855,5391,126,11,1,27,8.25346539409016
"4856",4856,11484,177,26,1,26,25.1443561738662
"4857",4857,4437,135,5,1,19,10.5747872022039
"4858",4858,12180,162,30,1,20,15.6073502041476
"4859",4859,466,74,37,1,21,17.7795240530574
"4860",4860,5732,139,20,1,29,5.17393726978754
"4861",4861,5156,62,21,1,10,17.5462994943247
"4862",4862,12121,84,33,1,9,26.4760606951525
"4863",4863,1848,37,22,1,29,26.207707282949
"4864",4864,713,178,7,1,28,16.9773665186493
"4865",4865,10243,102,15,1,23,21.691707356198
"4866",4866,3290,164,9,1,16,13.2609502301484
"4867",4867,6523,87,26,1,17,13.0207353300618
"4868",4868,7634,154,10,1,10,17.1102554622612
"4869",4869,1669,38,21,1,19,25.6980558288971
"4870",4870,4518,144,14,1,19,22.8054012292707
"4871",4871,7345,71,25,1,17,2.11676323044649
"4872",4872,4854,56,13,1,20,23.7973657407372
"4873",4873,8119,78,22,1,16,17.4555853414182
"4874",4874,10709,34,20,1,11,15.01515938191
"4875",4875,5107,82,35,1,26,16.0875941335519
"4876",4876,4272,112,32,1,26,0.766232590337051
"4877",4877,5863,30,23,1,10,1.54533100677188
"4878",4878,10597,92,18,1,14,23.9626755661895
"4879",4879,11888,52,37,1,19,20.34111184086
"4880",4880,2191,46,39,1,29,18.0400824057723
"4881",4881,5252,71,24,1,11,25.0109239750237
"4882",4882,9940,184,7,1,8,8.72460762199154
"4883",4883,11958,152,37,1,25,8.56668873548857
"4884",4884,7895,60,9,1,27,0.764168410489801
"4885",4885,11791,160,33,1,19,0.93485318718967
"4886",4886,7944,95,29,1,22,1.16050308328727
"4887",4887,10373,180,24,1,16,24.4372107222714
"4888",4888,9645,41,7,1,28,21.6938162052468
"4889",4889,9302,55,21,1,23,13.7800477889494
"4890",4890,2421,52,26,1,26,16.6194506970763
"4891",4891,4377,175,5,1,27,4.94180958674522
"4892",4892,9062,158,23,1,25,12.5690771353913
"4893",4893,7245,193,40,1,8,9.96431185670313
"4894",4894,2831,110,39,1,14,12.4530092063914
"4895",4895,8378,186,11,1,24,1.62574853235367
"4896",4896,5493,152,30,1,22,16.1048838909708
"4897",4897,982,31,15,1,16,25.9252017483823
"4898",4898,9305,191,14,1,15,17.8554411689178
"4899",4899,2683,135,26,1,32,25.741059344348
"4900",4900,9964,92,28,1,9,0.383461048098747
"4901",4901,10978,60,13,1,32,9.84757010760461
"4902",4902,2821,200,39,1,22,17.2994227997977
"4903",4903,4481,116,29,1,24,16.5103598073863
"4904",4904,1247,116,15,1,17,10.1143195437933
"4905",4905,10885,135,30,1,21,0.820261143418029
"4906",4906,3908,27,12,1,20,11.6699862674281
"4907",4907,7515,98,33,1,15,13.9509629452056
"4908",4908,11038,200,35,1,10,26.4957943391416
"4909",4909,1307,104,34,1,32,7.83522173654405
"4910",4910,1741,170,16,1,23,5.87964379313169
"4911",4911,3490,194,16,1,20,7.90204752847017
"4912",4912,8838,192,27,1,32,4.16997127292142
"4913",4913,7315,91,25,1,19,12.2243486678039
"4914",4914,475,27,32,1,30,10.8442936474283
"4915",4915,3434,53,33,1,24,0.676940725786611
"4916",4916,580,70,12,1,23,10.6440502975457
"4917",4917,5132,97,12,1,17,4.62712376704882
"4918",4918,1567,25,38,1,31,25.3414571564724
"4919",4919,4035,34,6,1,16,5.4929479257979
"4920",4920,2822,104,32,1,18,11.0302784030675
"4921",4921,1102,47,32,1,17,25.0646752705658
"4922",4922,11057,148,27,1,9,11.8094147204561
"4923",4923,3014,176,24,1,13,5.89990747051453
"4924",4924,8305,87,16,1,8,17.661724118954
"4925",4925,5928,146,22,1,12,15.0187344049546
"4926",4926,10124,183,32,1,25,7.14328441438521
"4927",4927,7436,172,5,1,26,13.2118625905162
"4928",4928,1161,196,10,1,25,25.9015529784386
"4929",4929,2955,130,27,1,22,5.65665224513016
"4930",4930,5228,159,33,1,30,0.868349235627102
"4931",4931,3229,166,34,1,30,19.0575326093817
"4932",4932,3798,132,6,1,17,19.3141850352827
"4933",4933,11167,120,34,1,25,12.8948076126156
"4934",4934,5424,157,10,1,30,9.13906272660382
"4935",4935,2985,193,18,1,21,21.4797595094086
"4936",4936,10764,56,39,1,9,3.25355723818485
"4937",4937,1059,117,14,1,12,6.93848930370878
"4938",4938,4260,163,10,1,29,13.2012536736461
"4939",4939,3370,133,39,1,14,16.1844479880109
"4940",4940,3867,137,25,1,8,4.72016546916845
"4941",4941,2706,35,15,1,13,3.83031964518898
"4942",4942,6564,140,17,1,13,13.257452668682
"4943",4943,5751,194,35,1,32,25.7621288072374
"4944",4944,9608,98,14,1,14,3.30278832518402
"4945",4945,550,123,27,1,24,14.6031747062581
"4946",4946,7724,155,14,1,14,10.5757071347958
"4947",4947,5300,127,28,1,31,25.192941686016
"4948",4948,2417,86,38,1,27,3.20558700726833
"4949",4949,8793,80,29,1,24,19.3882290431887
"4950",4950,4610,170,29,1,24,9.3581514696998
"4951",4951,5532,118,23,1,22,7.95950577544607
"4952",4952,3987,87,14,1,28,10.2834443781928
"4953",4953,7500,156,10,1,13,10.2592884462269
"4954",4954,11423,108,9,1,11,9.71596031964058
"4955",4955,2407,42,35,1,32,18.8924936804259
"4956",4956,10035,168,16,1,23,9.92270049023675
"4957",4957,3433,135,26,1,16,24.9665228194846
"4958",4958,1817,173,16,1,23,21.1154526850055
"4959",4959,1775,156,15,1,24,9.58292803354794
"4960",4960,1487,101,6,1,32,16.7902253736292
"4961",4961,2057,163,20,1,27,6.71307553123194
"4962",4962,6109,90,15,1,9,0.388736499316758
"4963",4963,2496,163,12,1,16,16.0864272370371
"4964",4964,901,98,32,1,21,26.248151376544
"4965",4965,8788,125,25,1,8,7.01369473553542
"4966",4966,8265,109,27,1,19,14.2549975418558
"4967",4967,2312,154,18,1,21,25.8055826918927
"4968",4968,11174,28,12,1,30,10.6277945334273
"4969",4969,1280,191,22,1,20,21.0974599182624
"4970",4970,7706,188,37,1,17,21.8097263606524
"4971",4971,11218,33,39,1,26,14.9874179506144
