X1,SimNumber,Targets,Span,Samples,Phases,Errors,OffsetVaria
1815,1815,393,124,40,1,12,7.25161381758354
1816,1816,648,64,29,3,15,10.3586354097547
1817,1817,415,51,10,5,9,0.32616267861193
1818,1818,969,147,37,6,8,15.1206576893637
1819,1819,965,74,30,4,32,11.7738487813156
1820,1820,604,38,38,6,22,3.33130065805442
1821,1821,964,58,22,1,26,25.9901257182015
1822,1822,677,70,14,2,14,12.2148761378904
1823,1823,847,191,14,7,11,13.4641237932788
1824,1824,1016,44,24,10,11,26.2356198515808
1825,1825,1023,45,37,10,8,12.8600069420414
1826,1826,1111,190,16,10,29,5.79944391268189
1827,1827,357,102,14,5,22,11.682951108326
1828,1828,276,160,21,9,9,8.55362456731498
1829,1829,931,25,19,10,23,8.95081628414476
1830,1830,956,85,10,1,12,9.20614961124724
1831,1831,678,62,34,8,16,10.2708757790262
1832,1832,309,181,19,3,24,6.71634455790604
1833,1833,658,73,23,1,14,12.4575577218814
1834,1834,314,135,30,4,20,22.7485019704625
1835,1835,557,56,27,2,9,7.52917988859955
1836,1836,997,64,14,2,15,18.2425829385358
1837,1837,822,174,13,10,15,23.2742228859793
1838,1838,691,75,31,7,29,4.79982384043513
1839,1839,380,146,25,9,29,6.42672087500873
1840,1840,336,72,19,8,31,22.6280606674955
1841,1841,295,144,24,4,17,10.2851744953438
1842,1842,258,40,28,2,32,0.256699700932484
1843,1843,1054,68,21,10,18,23.4512888062021
1844,1844,1200,69,30,8,28,15.2038103521138
1845,1845,1123,110,13,1,19,21.0687075131126
1846,1846,854,59,28,8,23,9.5847043006476
1847,1847,346,60,27,10,18,15.8210036185365
1848,1848,785,98,36,10,32,12.628667343409
1849,1849,435,123,33,7,8,19.8958505843473
1850,1850,888,180,28,9,25,24.8544766363942
1851,1851,1193,137,39,6,26,10.6974175860288
1852,1852,668,36,23,1,28,14.0398671933762
1853,1853,1030,28,27,5,13,20.3688171172494
1854,1854,897,187,33,9,17,8.34265078059072
1855,1855,397,72,30,6,25,12.3070706059267
1856,1856,896,60,14,3,28,2.59621514529153
1857,1857,620,78,26,3,11,10.7965001251586
1858,1858,506,105,10,6,9,9.10485079487273
1859,1859,496,195,19,5,17,0.390196250572335
1860,1860,467,167,10,3,31,15.9977977167959
1861,1861,706,109,25,7,29,16.8570593898711
1862,1862,352,174,32,3,21,9.30542761515267
1863,1863,303,102,40,8,26,10.2322620183062
1864,1864,901,154,39,1,25,26.2206051385538
1865,1865,544,172,30,1,14,23.659976467611
1866,1866,418,68,21,8,30,14.487786267384
1867,1867,584,177,20,7,31,21.8674903695472
1868,1868,782,88,15,4,15,18.2999638596687
1869,1869,642,119,24,1,12,20.2013236897031
1870,1870,759,158,20,7,12,2.27589512639423
1871,1871,604,122,16,6,12,18.3400986313822
1872,1872,1058,184,39,1,31,8.19520737097273
1873,1873,322,105,38,7,13,22.8489018685131
1874,1874,639,163,29,9,28,0.300260421484942
1875,1875,378,27,23,3,10,20.9271103765168
1876,1876,742,188,34,2,14,24.2693647165215
1877,1877,314,170,25,8,31,22.0443496330148
1878,1878,665,60,17,6,14,11.2486703806559
1879,1879,767,98,25,6,30,21.9264045733644
1880,1880,397,173,32,6,13,19.5508033427766
1881,1881,1124,154,10,1,17,9.43321151684876
1882,1882,1173,176,35,4,21,3.49618869888945
1883,1883,303,115,26,9,24,23.3989180974783
1884,1884,1141,27,18,10,25,24.2719323318442
1885,1885,1027,149,20,1,21,22.2457909812692
1886,1886,1197,54,31,9,31,12.9783935234328
1887,1887,1097,195,22,5,23,19.3602850395318
1888,1888,923,152,39,3,25,24.0938499898522
1889,1889,1162,40,20,4,8,20.4923408789365
1890,1890,1123,142,40,4,20,16.0597399865596
1891,1891,1025,95,29,7,10,0.981438962836284
1892,1892,1125,27,13,2,8,5.80282682114095
1893,1893,963,80,38,6,29,9.11134644949809
1894,1894,267,60,33,5,28,26.4967201206842
1895,1895,377,143,25,7,16,23.0181832487208
1896,1896,421,63,36,10,21,20.8423463648658
1897,1897,275,186,27,3,12,25.7840972501484
1898,1898,791,147,19,7,28,4.70746756993863
1899,1899,510,195,39,7,32,10.0402498942849
1900,1900,615,62,35,2,19,7.20857021090714
1901,1901,358,94,14,9,16,0.204168917286675
1902,1902,708,108,11,1,31,24.6488601738582
1903,1903,326,47,34,1,16,16.1728782390824
1904,1904,368,179,40,3,21,13.7997991278653
1905,1905,436,199,22,2,11,7.31788174424181
1906,1906,1183,175,31,4,19,6.2198664092524
1907,1907,608,53,39,8,29,17.5638814216389
1908,1908,284,196,21,7,12,4.99680344497459
1909,1909,1094,105,35,9,25,26.4504777981378
1910,1910,309,176,39,3,22,25.6661649866202
1911,1911,1029,167,40,2,27,7.43389230046468
1912,1912,719,118,24,5,13,23.8586101097539
1913,1913,1105,82,20,1,24,10.5788526116409
1914,1914,895,128,10,3,23,4.07488119175914
1915,1915,596,160,11,3,32,18.1655680770462
1916,1916,565,115,10,10,9,23.6252417396372
1917,1917,748,175,24,9,15,12.6206064281336
1918,1918,539,56,29,5,27,13.0313436422935
1919,1919,1014,131,10,7,28,2.53572472946602
1920,1920,1031,105,15,5,10,14.751747395247
1921,1921,498,43,13,4,32,16.3048716639187
1922,1922,758,157,13,3,27,9.92105560241593
1923,1923,589,83,16,5,13,10.3402387013959
1924,1924,409,52,32,6,21,7.22132911691396
1925,1925,1187,41,21,9,26,22.9917845711573
1926,1926,676,186,19,2,27,1.34181622400135
1927,1927,910,63,22,1,19,22.9839759504939
1928,1928,771,145,32,7,10,1.23585424529924
1929,1929,290,108,22,4,22,3.66334499735921
1930,1930,1058,37,26,4,9,14.5681440263144
1931,1931,1017,36,22,1,12,9.0273879086948
1932,1932,1159,39,22,8,10,15.6960663172402
1933,1933,383,125,23,3,20,21.1828149639145
1934,1934,591,58,18,8,9,5.71275192522979
1935,1935,810,53,26,6,28,1.24263150098803
1936,1936,1139,163,19,10,15,16.6585971441951
1937,1937,473,47,35,1,18,19.1295309159292
1938,1938,935,58,17,4,19,21.1235690974451
1939,1939,462,136,38,3,22,10.4834475694189
1940,1940,1012,194,25,6,24,23.5317216636853
1941,1941,706,135,21,4,28,16.8762737050334
1942,1942,660,115,13,8,9,16.9016672268445
1943,1943,1025,118,12,7,9,1.41106357406662
1944,1944,368,85,14,1,28,0.957800854271045
1945,1945,391,38,25,10,27,2.62022619233187
1946,1946,708,188,18,8,31,18.9047384648996
1947,1947,1021,187,40,2,19,26.3862761490517
1948,1948,634,147,23,8,28,9.76459788004798
1949,1949,891,70,28,10,29,24.1161600102505
1950,1950,474,177,26,5,25,7.29490096395533
1951,1951,627,129,35,6,26,1.94935447078058
1952,1952,325,112,14,9,14,18.7095768104882
1953,1953,892,89,20,3,31,23.9852151332239
1954,1954,399,124,15,10,20,13.373291100404
1955,1955,285,198,19,8,26,25.4965140674857
1956,1956,749,86,24,1,14,16.0101266570583
1957,1957,340,112,18,4,24,16.8436761824137
1958,1958,641,168,31,3,18,21.5784309931672
1959,1959,1171,58,17,5,26,20.2814674745202
1960,1960,1104,162,35,6,23,24.2555340643351
1961,1961,760,183,21,2,27,1.35211493054172
1962,1962,1109,51,16,8,25,0.380385413154494
1963,1963,635,86,28,8,28,20.7572824093977
1964,1964,292,46,12,8,10,8.25785160119808
1965,1965,635,195,31,1,28,14.0416261357358
1966,1966,1054,27,23,1,8,1.89219607507507
1967,1967,355,111,33,2,9,25.4974131585634
1968,1968,1070,150,10,6,9,4.64427796207857
1969,1969,354,139,21,9,21,2.08296801177412
1970,1970,955,78,32,10,19,1.80181386246067
1971,1971,917,117,37,2,15,6.65218064935948
1972,1972,307,125,35,3,11,24.6816814496913
1973,1973,480,36,16,7,28,5.61121588701382
1974,1974,1186,73,19,10,21,17.4776667900055
1975,1975,477,144,34,6,9,13.4837424202436
1976,1976,606,50,14,7,11,15.3143477218642
1977,1977,622,110,38,7,12,9.40819627037179
1978,1978,253,82,33,2,20,25.3326586811091
1979,1979,1081,87,39,3,19,8.27149863458495
1980,1980,1100,176,36,6,14,20.4621195789182
1981,1981,419,146,39,8,15,4.27289584463136
1982,1982,908,44,11,2,12,24.1781001020821
1983,1983,576,117,28,8,16,10.8085338846734
1984,1984,1029,46,38,1,21,15.7177889499771
1985,1985,376,42,25,1,16,23.0459592492895
1986,1986,888,70,23,10,12,4.06503439069819
1987,1987,1023,90,13,5,26,2.82784365000599
1988,1988,365,53,10,3,22,16.8727828377774
1989,1989,894,167,30,2,29,24.9091218712484
1990,1990,825,140,31,3,25,6.74606310729426
1991,1991,975,37,19,6,8,6.9236028418825
1992,1992,460,175,10,8,9,18.411558519806
1993,1993,604,145,40,10,17,13.1918143062959
1994,1994,376,39,12,5,21,13.9602715625945
1995,1995,854,46,25,3,31,17.0005886792084
1996,1996,1024,143,20,8,20,0.514541320930468
1997,1997,1074,84,24,10,19,2.23634903799579
1998,1998,864,132,36,4,13,23.4800582276031
1999,1999,861,199,23,7,32,16.2711186280269
2000,2000,562,121,33,3,11,8.42916226498177
2001,2001,1013,108,23,7,32,8.4135465537603
2002,2002,1045,135,30,7,22,22.6755681217816
2003,2003,727,149,34,6,31,24.7411571774555
2004,2004,813,174,33,5,8,21.9967905438463
2005,2005,994,108,40,5,24,20.6715804000411
2006,2006,803,48,31,2,16,21.3873566447394
2007,2007,876,101,26,1,15,14.4020966037556
2008,2008,549,39,28,7,20,16.2662385115826
2009,2009,1190,75,37,3,15,12.343400542659
2010,2010,461,146,21,3,15,22.9078927318372
2011,2011,384,148,35,9,19,6.1208169339695
2012,2012,570,54,32,1,23,2.76933033993351
2013,2013,1085,196,26,4,13,6.04856880689133
2014,2014,553,45,22,4,20,17.8141813934904
2015,2015,860,92,21,3,32,3.93756720844889
2016,2016,721,117,16,6,16,26.4260272345347
2017,2017,330,168,35,2,24,0.9226831557611
2018,2018,513,105,30,1,27,10.7601899563989
2019,2019,466,89,30,2,20,13.7130557029638
2020,2020,515,166,27,6,31,10.9473244503969
2021,2021,994,36,28,10,29,4.59113111980725
2022,2022,854,121,28,8,32,24.6162054203665
2023,2023,987,134,24,3,15,5.98177202526713
2024,2024,1070,126,23,9,30,6.22258717083512
2025,2025,465,110,18,9,20,14.5343472096692
2026,2026,949,200,28,7,32,11.2718094836471
2027,2027,432,133,22,10,22,0.78445068975701
2028,2028,807,163,22,7,29,9.48978498046496
2029,2029,425,58,27,3,19,10.5574491230741
2030,2030,597,32,16,5,16,16.9847336175716
2031,2031,1012,135,19,5,15,9.96583942000218
2032,2032,1021,68,26,5,27,0.791178365099942
2033,2033,1046,99,30,8,10,11.9696258341861
2034,2034,1153,187,11,10,12,2.5861321650818
2035,2035,674,151,40,8,24,22.697007672708
2036,2036,1022,195,39,1,30,14.3609160791424
2037,2037,1130,169,15,7,32,9.8177757871577
2038,2038,975,190,30,5,13,16.3894652786071
2039,2039,289,55,12,10,26,14.2857838517462
2040,2040,933,42,10,3,20,21.1460095531461
2041,2041,1121,166,13,8,28,26.2221389148205
2042,2042,378,148,37,7,23,16.7297720751956
2043,2043,728,37,22,8,14,5.44196057412331
2044,2044,549,114,25,8,27,19.2450159797159
2045,2045,672,189,28,5,19,22.7215567861947
2046,2046,470,174,31,1,9,0.0145503776255064
2047,2047,1032,93,21,4,17,7.73541843146551
2048,2048,1027,193,37,2,9,18.061860153147
2049,2049,1096,184,38,1,23,10.0456192618823
2050,2050,670,25,25,3,17,20.8132155239675
2051,2051,506,199,16,8,8,5.9215284808178
2052,2052,613,140,39,8,14,17.1236487264587
2053,2053,516,132,23,2,11,24.8276726043355
2054,2054,366,156,32,9,12,24.5561847530219
2055,2055,753,127,25,3,21,25.5543679145358
2056,2056,341,116,11,7,17,20.8237712696802
2057,2057,1122,179,31,3,23,11.3960685287735
2058,2058,759,88,18,2,25,22.8747356842791
2059,2059,508,55,20,8,19,0.92773496482172
2060,2060,496,170,20,2,9,22.6049062449425
2061,2061,273,135,20,2,21,6.37168954771012
2062,2062,551,174,28,6,13,12.9257346675098
2063,2063,1045,139,37,5,10,7.73479449403193
2064,2064,280,132,35,7,16,9.49494059606106
2065,2065,730,157,19,5,25,20.7020711034692
2066,2066,483,161,34,2,28,4.25451288871048
2067,2067,1037,191,30,4,30,6.66755736184306
2068,2068,343,112,27,2,22,23.8816434195407
2069,2069,635,88,24,3,29,20.1747591067762
2070,2070,311,80,19,2,14,5.9935406940477
2071,2071,632,182,32,6,11,1.15558823098592
2072,2072,313,122,12,9,10,0.899117918458302
2073,2073,476,80,32,2,23,12.3674962452401
2074,2074,693,57,14,10,23,7.78608066662378
2075,2075,398,67,10,1,23,23.5265097920422
2076,2076,263,29,31,3,12,8.48571680588508
2077,2077,489,96,21,5,25,22.2084958195956
2078,2078,1154,181,16,6,11,2.60101082213735
2079,2079,423,47,20,8,22,11.6234743193598
2080,2080,1183,174,16,10,22,0.739057921130909
2081,2081,572,123,16,7,14,8.28266185059049
2082,2082,256,108,15,3,22,25.0544408654645
2083,2083,618,96,35,6,9,12.8471948278586
2084,2084,855,103,29,6,16,7.19357733272878
2085,2085,925,159,25,7,29,1.55090086134523
2086,2086,402,138,18,10,24,0.497456227428047
2087,2087,1058,134,39,9,18,25.7054543258259
2088,2088,1046,164,24,10,17,21.8411874161083
2089,2089,645,53,26,1,21,14.5754178320051
2090,2090,534,132,25,4,29,3.62115083354711
2091,2091,1120,58,21,8,20,22.4849747508329
2092,2092,863,121,22,4,18,17.6096587094157
2093,2093,478,132,38,9,16,11.5678438448005
2094,2094,790,84,10,6,24,25.9336525505164
2095,2095,937,132,29,4,31,21.8770767750759
2096,2096,446,71,33,3,11,16.1426882630333
2097,2097,967,52,26,7,16,24.1432601732027
2098,2098,307,165,35,5,30,14.3932693833909
2099,2099,954,70,29,5,16,18.0465320585237
2100,2100,1005,180,10,5,18,3.60775915498286
2101,2101,740,37,23,7,11,12.0793215781825
2102,2102,875,32,16,6,30,7.15946283415123
2103,2103,687,148,27,7,26,25.6715257782245
2104,2104,1094,164,15,1,9,17.7479605545872
2105,2105,524,186,27,10,14,7.59412558221142
2106,2106,835,39,23,10,18,8.69511312196613
2107,2107,432,164,17,8,10,4.40690212909132
2108,2108,768,59,13,8,16,24.1588638225058
2109,2109,703,159,36,4,27,23.8570203489105
2110,2110,979,118,13,5,18,6.21276318561775
2111,2111,411,39,25,9,15,2.17932442778302
2112,2112,868,194,39,5,14,23.4442461759693
2113,2113,327,184,25,6,27,20.7174438858035
2114,2114,410,121,15,4,16,3.72492737156106
2115,2115,760,161,19,9,32,11.3443637490007
2116,2116,1165,39,20,8,15,26.0756015804703
2117,2117,562,85,24,4,16,16.321348904602
2118,2118,918,29,35,6,23,4.94153814113839
2119,2119,729,185,30,3,23,15.8384866874781
2120,2120,264,76,24,5,12,17.0111045002798
2121,2121,433,109,28,7,27,24.8920630671752
2122,2122,921,82,26,2,21,19.9824779186829
2123,2123,1167,189,24,7,8,8.40002263831789
2124,2124,595,144,40,7,27,11.3280535735993
2125,2125,1116,153,28,3,22,13.5172778727012
2126,2126,266,90,27,3,18,18.3914648630293
2127,2127,660,196,22,10,28,15.7841651377515
2128,2128,929,135,33,2,20,0.206594140274683
2129,2129,450,81,40,6,29,3.33857648126292
2130,2130,995,61,37,6,28,20.0116842283206
2131,2131,921,78,35,7,17,6.00877681577206
2132,2132,356,156,28,5,9,24.6750582657293
2133,2133,585,194,31,8,30,6.04471348460671
2134,2134,1079,152,32,8,12,15.0963431879019
2135,2135,260,77,17,2,9,8.50715834965021
2136,2136,1126,27,25,1,21,22.0322016955656
2137,2137,1123,148,40,3,8,9.99398355278792
2138,2138,873,192,28,3,19,9.35021722616162
2139,2139,376,25,33,5,23,11.4100832933418
2140,2140,323,139,33,2,8,5.48344269605447
2141,2141,436,50,37,1,32,0.280749747147318
2142,2142,1159,86,26,4,26,22.3029111860413
2143,2143,1184,66,19,1,11,2.42577921429719
2144,2144,984,82,18,4,18,18.0562840917758
2145,2145,1093,48,39,2,11,23.7347988363549
2146,2146,1103,190,32,9,12,2.97183422288718
2147,2147,649,137,36,5,25,11.6290446675154
2148,2148,643,111,14,8,19,24.4235923228299
2149,2149,382,62,37,8,20,13.4932516788528
2150,2150,380,53,29,5,29,1.20210830465355
2151,2151,918,174,25,3,22,12.7817521091718
2152,2152,429,149,31,2,25,11.2881219418668
2153,2153,311,162,27,4,28,14.5270140136837
2154,2154,977,82,21,1,16,2.04678945674491
2155,2155,509,52,35,4,17,5.64484895771835
2156,2156,1168,122,25,3,13,2.08165856251027
2157,2157,955,90,20,8,23,11.0489206562999
2158,2158,384,39,20,8,14,17.0109108124005
2159,2159,925,64,28,8,25,6.13913298480445
2160,2160,1033,28,37,8,22,6.73863117633178
2161,2161,975,186,35,5,27,2.16434169889148
2162,2162,613,106,14,2,27,24.4936109878451
2163,2163,1057,191,11,4,32,22.5929820977254
2164,2164,964,154,15,9,27,17.8394591702432
2165,2165,556,111,26,3,29,1.89764470582618
2166,2166,653,117,39,8,13,6.62469546133466
2167,2167,861,148,31,1,18,21.1834508275313
2168,2168,451,58,39,3,17,24.0276588954546
2169,2169,618,149,25,8,21,2.12038698240742
2170,2170,456,193,36,5,30,16.1494062826717
2171,2171,339,49,36,2,8,4.64313684290135
2172,2172,303,174,29,7,26,22.6651113331579
2173,2173,292,72,19,10,16,2.34085013020295
2174,2174,750,47,15,4,16,11.6064524167362
2175,2175,974,38,29,8,19,5.22614726810204
2176,2176,1198,187,26,2,29,7.32871868998231
2177,2177,804,60,11,4,23,6.77373968187068
2178,2178,573,81,13,10,11,19.3507499233778
2179,2179,715,171,13,7,28,0.108146335692145
2180,2180,663,107,33,8,26,22.0993503890573
2181,2181,365,185,14,4,26,14.3397969557
2182,2182,971,150,14,8,21,10.513324046646
2183,2183,598,97,34,4,21,18.7921198805415
2184,2184,1110,39,33,1,30,19.3065205776808
2185,2185,838,166,18,2,16,25.4566465952874
2186,2186,792,192,32,10,27,13.8131949216723
2187,2187,782,67,33,3,22,3.24851195675065
2188,2188,848,200,28,10,23,23.1234350241362
2189,2189,1162,93,35,8,14,8.18688063075929
2190,2190,493,165,36,6,24,19.4988537585037
2191,2191,513,37,36,6,12,16.3021524632901
2192,2192,651,63,18,3,18,11.6660697779523
2193,2193,377,137,33,8,13,6.92332195034367
2194,2194,1042,146,18,5,20,4.62720710842661
2195,2195,626,141,36,7,12,25.2177598512352
2196,2196,1047,44,22,3,15,13.2346259169339
2197,2197,296,144,20,4,9,2.68734392587142
2198,2198,754,100,34,1,19,1.1823562685526
2199,2199,819,98,18,2,28,9.62143286064593
2200,2200,515,162,21,8,9,23.8504492008665
2201,2201,930,34,27,7,24,19.8147480528571
2202,2202,758,96,16,7,32,6.46506604672968
2203,2203,690,101,32,1,13,19.9524446426865
2204,2204,755,70,11,8,14,15.2698405818576
2205,2205,744,101,34,3,23,17.0834340375948
2206,2206,1026,30,31,1,8,1.9068757505808
2207,2207,1058,78,39,2,16,24.7210635947161
2208,2208,296,93,27,2,21,10.3251709282675
2209,2209,982,34,34,1,18,8.49502349830279
2210,2210,521,62,17,2,17,22.7859892343821
2211,2211,931,68,15,5,23,12.5839468215879
2212,2212,877,159,36,8,25,9.3888072517409409
2213,2213,879,74,36,10,12,10.1149218746601
2214,2214,265,188,29,9,27,16.5216370347422
2215,2215,599,116,27,7,25,8.34712773898127
2216,2216,313,77,36,1,23,1.27705767830275
2217,2217,1054,135,15,3,10,7.61738929623365
2218,2218,514,63,24,1,28,1.4384469607342
2219,2219,718,191,23,8,12,15.4186794536316
2220,2220,913,177,19,9,25,5.08601106735948
2221,2221,1146,131,12,9,12,25.001852783079
2222,2222,1058,133,19,10,20,17.7611145547463
2223,2223,1005,43,39,8,19,21.4884173384847
2224,2224,777,155,13,7,25,1.82939424400916
2225,2225,862,100,22,6,19,24.0946460024284
2226,2226,297,80,14,2,29,15.3720154081658
2227,2227,255,166,40,4,10,12.1870316774514
2228,2228,1126,74,39,6,9,6.09857908764854
2229,2229,311,150,19,1,8,18.1777312476803
2230,2230,1008,139,36,9,32,19.0428709558011
2231,2231,896,112,28,8,22,22.0601290901769
2232,2232,805,77,33,7,27,16.3156670130077
2233,2233,779,40,18,1,12,25.5607183140488
2234,2234,346,185,13,5,20,5.02805035356339
2235,2235,277,188,27,2,24,25.469756006452
2236,2236,790,179,29,3,10,20.8785989880946
2237,2237,496,81,10,7,25,24.9823833043573
2238,2238,905,200,39,2,14,11.6331557765072
2239,2239,395,179,17,2,28,22.1564529482608
2240,2240,825,113,22,10,17,20.4524674529012
2241,2241,790,104,22,6,26,25.0961501895157
2242,2242,379,180,18,8,9,15.6157554733111
2243,2243,1184,193,24,4,28,23.2595219494144
2244,2244,410,45,36,1,16,1.58282806213107
2245,2245,694,62,11,3,26,9.76301707772398
2246,2246,1190,143,18,3,10,2.73445896985917
2247,2247,1183,48,29,3,23,1.06872321207542
2248,2248,533,40,34,9,22,8.56580347088608
2249,2249,1108,137,21,6,9,6.97223648448009
2250,2250,284,106,25,3,21,0.00282407671888359
2251,2251,481,195,19,7,27,6.11752964474889
2252,2252,618,92,24,4,16,6.95470443983097
2253,2253,1100,140,14,2,22,23.0011435586237
2254,2254,1037,124,10,2,31,19.2677683609452
2255,2255,269,154,27,2,25,17.5060207878316
2256,2256,806,118,37,5,29,6.09166162989661
2257,2257,650,72,10,8,11,6.88814732945059
2258,2258,769,119,39,5,31,0.799548022297677
2259,2259,553,174,24,7,20,6.35597790259146
2260,2260,638,91,32,2,32,8.72027986120223
2261,2261,761,65,16,5,17,15.1220027691026
2262,2262,342,107,35,2,25,13.2360397526924
2263,2263,303,32,19,5,17,18.8588112144689
2264,2264,476,172,32,7,13,7.59653282029298
2265,2265,375,70,23,3,32,18.192452254537
2266,2266,576,52,37,3,29,26.0129482806695
2267,2267,898,115,14,9,25,9.22617817068333
2268,2268,934,190,30,9,12,11.0907628342072
2269,2269,1125,25,26,5,19,3.10255218160362
2270,2270,408,78,26,2,27,16.0631588463222
2271,2271,655,141,12,3,8,9.65185188974882
2272,2272,642,63,39,10,19,14.7163284140779
2273,2273,914,48,33,5,17,26.0110931082633
2274,2274,1176,142,38,2,23,20.346498545537
2275,2275,533,55,40,5,18,17.2292092869848
2276,2276,689,91,40,10,24,1.48105884327902
2277,2277,1051,81,24,4,32,26.2786704671264
2278,2278,575,186,19,3,19,5.17959327298822
2279,2279,354,91,15,3,26,17.5118237551735
2280,2280,307,95,24,8,24,17.4807139760978
2281,2281,459,105,18,9,11,21.7754687663852
2282,2282,346,56,21,2,24,19.6783676805394
2283,2283,428,168,31,8,17,13.583990547895
2284,2284,598,200,29,2,18,25.3987122017695
2285,2285,321,148,20,9,31,7.45317361325957
2286,2286,678,181,23,6,31,20.2939113145811
2287,2287,649,148,25,7,17,6.12725000235438
2288,2288,617,197,24,9,21,0.0849889824939892
2289,2289,1101,181,31,4,25,15.4788488249951
2290,2290,745,27,36,10,32,11.8718538980689
2291,2291,917,68,13,10,32,7.23076933569368
2292,2292,1078,119,32,2,23,0.0451993420606013
2293,2293,533,26,34,9,24,11.8096911882632
2294,2294,1041,68,16,8,28,17.0333500958434
2295,2295,1172,45,14,6,24,25.3264653209867
2296,2296,602,144,15,7,32,13.0236614404065
2297,2297,1138,90,15,3,24,19.9861436436519
2298,2298,1114,166,27,6,8,8.64118003387912
2299,2299,659,116,33,7,32,8.92202330652671
2300,2300,607,121,26,6,18,2.22152178137097
2301,2301,568,126,13,9,21,10.9587591181791
2302,2302,346,168,13,2,14,22.3020863482566
2303,2303,977,93,32,3,28,6.43239521479327
2304,2304,916,194,25,4,28,13.4395759754458
2305,2305,521,84,31,10,19,8.22529272607551
2306,2306,289,25,19,5,24,24.4704659927147
2307,2307,558,45,38,7,28,20.858296626196
2308,2308,1115,29,33,6,25,18.6275141502945
2309,2309,1034,80,36,7,31,7.85993147406308
2310,2310,309,39,26,8,13,5.43899268203368
2311,2311,361,189,35,4,26,12.245157815368101
2312,2312,268,182,33,3,19,9.0295780013965
2313,2313,1124,44,17,6,22,15.3303187506713
2314,2314,669,105,17,1,15,9.12500260798843
2315,2315,678,121,34,5,9,4.59037125596753
2316,2316,447,188,13,4,29,5.95382121017389
2317,2317,292,136,24,8,28,18.3225727750217
2318,2318,403,101,38,7,23,16.781338559367
2319,2319,256,50,38,7,21,12.8595475587896
2320,2320,1119,37,26,1,18,5.93053798113996
2321,2321,263,150,12,9,32,2.24628457899136
2322,2322,640,184,16,2,11,15.6498283135393
2323,2323,499,84,25,6,21,1.78883637351543
2324,2324,988,178,40,5,23,23.1055652210931
2325,2325,403,44,19,6,14,13.147938840626
2326,2326,709,63,19,4,16,6.79260623742687
2327,2327,847,89,14,10,21,20.5063416998037
2328,2328,850,77,20,1,21,8.65212717804638
2329,2329,535,128,18,9,26,13.6795578244617
2330,2330,410,37,15,7,10,10.2979960307796
2331,2331,747,86,24,7,8,3.11832627722761
2332,2332,509,28,27,6,23,19.5077949470303
2333,2333,349,29,14,9,14,1.21742301085591
2334,2334,907,52,40,10,17,8.59610981514118
2335,2335,803,65,22,2,15,18.9980948504389
2336,2336,731,33,18,5,27,5.71596657763957
2337,2337,779,101,30,1,32,0.180164521268336
2338,2338,1020,187,30,4,16,4.7392329559247
2339,2339,665,52,39,4,12,25.006734084121
2340,2340,531,130,35,2,32,9.18311626444175
2341,2341,415,32,36,5,25,18.1738814164991
2342,2342,1110,113,34,10,21,0.505340279812226
2343,2343,613,97,16,10,10,4.29189400157845
2344,2344,543,58,12,4,13,9.08893156136223
2345,2345,869,103,18,4,17,17.6932329963688
2346,2346,567,172,31,6,24,12.901620930664
2347,2347,601,106,19,9,11,7.7622460444204
2348,2348,966,122,35,10,8,0.0357197292405181
2349,2349,674,107,20,9,26,25.462866078255
2350,2350,1184,65,14,8,29,22.9866340949873
2351,2351,441,49,18,6,25,24.3486273334695
2352,2352,986,183,19,4,23,1.31168937713327
2353,2353,897,116,29,8,10,7.10763249937119
2354,2354,588,137,11,8,32,6.4689693945758
2355,2355,785,180,37,3,23,23.0887141596563
2356,2356,884,148,24,10,24,5.04663478979468
2357,2357,1140,173,39,3,29,21.4216479815291
2358,2358,418,81,15,6,11,15.5103636932655
2359,2359,654,81,34,6,32,4.75718592759175
2360,2360,694,140,14,9,9,21.8527460964529
2361,2361,680,46,13,8,27,20.8257099870669
2362,2362,676,151,26,5,28,16.2425353056767
2363,2363,283,90,21,4,20,24.7196099206931
2364,2364,440,135,35,10,12,9.62128121364233
2365,2365,1170,110,40,6,14,9.13007833728311
2366,2366,738,61,26,2,26,2.56291947513376
2367,2367,777,85,14,6,19,6.19274996425281
2368,2368,385,102,39,4,31,17.1904666951047
2369,2369,291,37,18,4,19,18.1056816270789
2370,2370,318,93,10,9,18,12.5599521244625
2371,2371,1195,31,13,2,28,2.93816698394529
2372,2372,334,54,18,9,10,25.371212780064
2373,2373,449,92,36,2,24,25.0097739775341
2374,2374,339,113,38,8,24,0.105437253501499
2375,2375,748,93,35,8,15,9.99930438890192
2376,2376,937,176,30,1,26,24.0733485415175
2377,2377,658,155,35,9,13,22.5175818797988
2378,2378,766,60,14,2,12,4.6791768987265
2379,2379,1127,179,13,10,14,23.5385087601719
2380,2380,621,57,32,1,19,5.41748075959692
2381,2381,579,136,14,10,29,21.2698924453424
2382,2382,598,59,27,10,14,22.7983047923932
2383,2383,431,33,30,5,11,3.23825276147644
2384,2384,626,103,31,7,29,0.407056572847767
2385,2385,311,149,13,3,29,24.9009006095806
2386,2386,1000,75,15,5,10,7.12288693917007
2387,2387,639,151,27,1,16,13.9875727431236
2388,2388,855,99,20,2,9,18.3234789798548
2389,2389,346,137,32,2,16,5.33345173523575
2390,2390,588,165,35,3,14,24.2908755222282
2391,2391,767,180,25,7,22,3.97665429612179
